,timespan,SleepStatus,actigraphy,light,Schedule,detailed_sleepwake
1690,250,Sleep,0.0,0.01,0,0.0
1691,251,Sleep,0.0,0.01,0,0.0
1692,252,Sleep,0.0,0.01,0,0.0
1693,253,Sleep,0.0,0.01,0,0.0
1694,254,Sleep,0.0,0.01,0,0.0
1695,255,Sleep,0.0,0.01,0,0.0
1696,256,Sleep,0.0,0.01,0,0.0
1697,257,Sleep,0.0,0.01,0,0.0
1698,258,Sleep,,0.01,0,0.0
1699,259,Sleep,,0.01,0,0.0
1700,260,Sleep,,0.01,0,1.0
1701,261,Sleep,,0.01,0,0.0
1702,262,Sleep,,0.01,0,0.0
1703,263,Sleep,,0.01,0,0.0
1704,264,Sleep,,0.01,0,0.0
1705,265,Sleep,,0.01,0,0.0
1706,266,Sleep,,0.01,0,0.0
1707,267,Sleep,,0.01,0,0.0
1708,268,Sleep,,0.01,0,1.0
1709,269,Sleep,,0.01,0,0.0
1710,270,Sleep,,0.01,0,0.0
1711,271,Sleep,,0.01,0,0.0
1712,272,Sleep,,0.01,0,0.0
1713,273,Sleep,,0.01,0,0.0
1714,274,Sleep,,0.01,0,1.0
1715,275,Sleep,,0.01,0,0.0
1716,276,Sleep,,0.01,0,0.0
1717,277,Sleep,,0.01,0,0.0
1718,278,Sleep,,0.01,0,1.0
1719,279,Sleep,,0.01,0,0.0
1720,280,Sleep,,0.01,0,0.0
1721,281,Sleep,,0.01,0,0.0
1722,282,Sleep,,0.01,0,0.0
1723,283,Sleep,,0.01,0,0.0
1724,284,Sleep,,0.01,0,0.0
1725,285,Sleep,,0.01,0,0.0
1726,286,Sleep,,0.01,0,0.0
1727,287,Sleep,,0.01,0,0.0
1728,288,Sleep,,0.01,0,0.0
1729,289,Sleep,,0.01,0,1.0
1730,290,Sleep,,0.01,0,0.0
1731,291,Sleep,,0.01,0,0.0
1732,292,Sleep,,0.01,0,0.0
1733,293,Sleep,,0.01,0,0.0
1734,294,Sleep,,0.01,0,0.0
1735,295,Sleep,,0.01,0,0.0
1736,296,Sleep,,0.01,0,0.0
1737,297,Sleep,,0.01,0,0.0
1738,298,Sleep,,0.01,0,0.0
1739,299,Sleep,,0.01,0,0.0
1740,300,Sleep,,0.01,0,0.0
1741,301,Sleep,,0.01,0,0.0
1742,302,Sleep,,0.01,0,0.0
1743,303,Sleep,,0.01,0,0.0
1744,304,Sleep,,0.01,0,0.0
1745,305,Sleep,,0.01,0,0.0
1746,306,Sleep,,0.01,0,0.0
1747,307,Sleep,,0.01,0,0.0
1748,308,Sleep,,0.01,0,0.0
1749,309,Sleep,,0.01,0,0.0
1750,310,Sleep,,0.01,0,0.0
1751,311,Sleep,,0.01,0,0.0
1752,312,Sleep,,0.01,0,0.0
1753,313,Sleep,,0.01,0,0.0
1754,314,Sleep,,0.01,0,0.0
1755,315,Sleep,,0.01,0,0.0
1756,316,Sleep,,0.01,0,0.0
1757,317,Sleep,0.0,0.01,0,0.0
1758,318,Sleep,0.0,0.01,0,0.0
1759,319,Sleep,0.0,0.01,0,0.0
1760,320,Sleep,136.0,0.01,0,1.0
1761,321,Sleep,0.0,0.01,0,0.0
1762,322,Sleep,0.0,0.01,0,0.0
1763,323,Sleep,0.0,0.01,0,0.0
1764,324,Sleep,11.0,0.01,0,0.0
1765,325,Sleep,0.0,0.01,0,0.0
1766,326,Sleep,0.0,0.01,0,0.0
1767,327,Sleep,0.0,0.01,0,0.0
1768,328,Sleep,0.0,0.01,0,0.0
1769,329,Sleep,0.0,0.01,0,0.0
1770,330,Sleep,0.0,0.01,0,0.0
1771,331,Sleep,0.0,0.01,0,0.0
1772,332,Sleep,0.0,0.01,0,0.0
1773,333,Sleep,3.0,0.01,0,0.0
1774,334,Sleep,99.0,0.01,0,1.0
1775,335,Sleep,65.0,0.01,0,1.0
1776,336,Sleep,0.0,0.01,0,0.0
1777,337,Sleep,52.0,0.01,0,1.0
1778,338,Sleep,0.0,0.01,0,0.0
1779,339,Sleep,0.0,0.01,0,0.0
1780,340,Sleep,0.0,0.01,0,0.0
1781,341,Sleep,8.0,0.01,0,0.0
1782,342,Sleep,0.0,0.01,0,0.0
1783,343,Sleep,0.0,0.01,0,0.0
1784,344,Sleep,0.0,0.01,0,0.0
1785,345,Sleep,0.0,0.01,0,0.0
1786,346,Sleep,0.0,0.01,0,0.0
1787,347,Sleep,0.0,0.01,0,0.0
1788,348,Sleep,0.0,0.01,0,0.0
1789,349,Sleep,0.0,0.01,0,0.0
1790,350,Sleep,0.0,0.01,0,0.0
1791,351,Sleep,0.0,0.01,0,0.0
1792,352,Sleep,29.0,0.01,0,1.0
1793,353,Sleep,150.0,0.01,0,1.0
1794,354,Sleep,0.0,0.01,0,0.0
1795,355,Sleep,31.0,0.01,0,0.0
1796,356,Sleep,0.0,0.01,0,0.0
1797,357,Sleep,0.0,0.01,0,0.0
1798,358,Sleep,0.0,0.01,0,0.0
1799,359,Sleep,0.0,0.01,0,0.0
1800,360,Sleep,0.0,0.01,0,0.0
1801,361,Sleep,0.0,0.01,0,0.0
1802,362,Sleep,0.0,0.01,0,0.0
1803,363,Sleep,86.0,0.01,0,1.0
1804,364,Sleep,0.0,0.01,0,0.0
1805,365,Sleep,0.0,0.01,0,0.0
1806,366,Sleep,0.0,0.01,0,0.0
1807,367,Sleep,0.0,0.01,0,0.0
1808,368,Sleep,0.0,0.01,0,0.0
1809,369,Sleep,34.0,0.01,0,1.0
1810,370,Sleep,193.0,0.01,0,1.0
1811,371,Sleep,0.0,0.01,0,1.0
1812,372,Sleep,0.0,0.01,0,0.0
1813,373,Sleep,99.0,0.01,0,1.0
1814,374,Sleep,11.0,0.01,0,0.0
1815,375,Sleep,0.0,0.01,0,0.0
1816,376,Sleep,0.0,0.01,0,0.0
1817,377,Sleep,0.0,0.01,0,0.0
1818,378,Sleep,0.0,0.01,0,0.0
1819,379,Sleep,0.0,0.01,0,0.0
1820,380,Sleep,0.0,0.01,0,0.0
1821,381,Sleep,0.0,0.01,0,0.0
1822,382,Sleep,0.0,0.01,0,0.0
1823,383,Sleep,0.0,0.01,0,0.0
1824,384,Sleep,0.0,0.01,0,0.0
1825,385,Sleep,2.0,0.01,0,0.0
1826,386,Sleep,0.0,0.01,0,0.0
1827,387,Sleep,0.0,0.01,0,0.0
1828,388,Sleep,0.0,0.01,0,0.0
1829,389,Sleep,0.0,0.01,0,0.0
1830,390,Sleep,0.0,0.01,0,0.0
1831,391,Sleep,0.0,0.01,0,0.0
1832,392,Sleep,0.0,0.01,0,0.0
1833,393,Sleep,0.0,0.01,0,0.0
1834,394,Sleep,40.0,0.01,0,1.0
1835,395,Sleep,8.0,0.01,0,0.0
1836,396,Sleep,0.0,0.01,0,0.0
1837,397,Sleep,0.0,0.01,0,0.0
1838,398,Sleep,0.0,0.01,0,0.0
1839,399,Sleep,0.0,0.01,0,0.0
1840,400,Sleep,0.0,0.01,0,0.0
1841,401,Sleep,0.0,0.01,0,0.0
1842,402,Sleep,122.0,0.01,0,1.0
1843,403,Sleep,0.0,0.01,0,0.0
1844,404,Sleep,0.0,0.01,0,0.0
1845,405,Sleep,0.0,0.01,0,0.0
1846,406,Sleep,0.0,0.01,0,0.0
1847,407,Sleep,0.0,0.01,0,0.0
1848,408,Sleep,0.0,0.01,0,0.0
1849,409,Sleep,0.0,0.01,0,0.0
1850,410,Sleep,0.0,0.01,0,0.0
1851,411,Sleep,0.0,0.01,0,0.0
1852,412,Sleep,39.0,0.02,0,0.0
1853,413,Sleep,0.0,0.02,0,0.0
1854,414,Sleep,0.0,0.02,0,0.0
1855,415,Sleep,0.0,0.02,0,0.0
1856,416,Sleep,0.0,0.02,0,0.0
1857,417,Sleep,0.0,0.02,0,0.0
1858,418,Sleep,0.0,0.02,0,0.0
1859,419,Sleep,0.0,0.02,0,0.0
1860,420,Sleep,0.0,0.02,0,0.0
1861,421,Sleep,0.0,0.02,0,0.0
1862,422,Sleep,65.0,0.04,0,1.0
1863,423,Sleep,0.0,0.01,0,0.0
1864,424,Sleep,0.0,0.01,0,0.0
1865,425,Sleep,0.0,0.01,0,0.0
1866,426,Sleep,0.0,0.01,0,0.0
1867,427,Sleep,43.0,0.02,0,1.0
1868,428,Sleep,0.0,0.02,0,0.0
1869,429,Sleep,0.0,0.02,0,0.0
1870,430,Sleep,0.0,0.02,0,0.0
1871,431,Sleep,0.0,0.02,0,0.0
1872,432,Sleep,0.0,0.02,0,0.0
1873,433,Sleep,0.0,0.02,0,0.0
1874,434,Sleep,0.0,0.02,0,0.0
1875,435,Sleep,0.0,0.02,0,0.0
1876,436,Sleep,0.0,0.02,0,0.0
1877,437,Sleep,0.0,0.02,0,0.0
1878,438,Sleep,0.0,0.02,0,0.0
1879,439,Sleep,0.0,0.02,0,0.0
1880,440,Sleep,0.0,0.02,0,0.0
1881,441,Sleep,0.0,0.02,0,0.0
1882,442,Sleep,0.0,0.02,0,0.0
1883,443,Sleep,0.0,0.13,0,0.0
1884,444,Sleep,0.0,0.13,0,0.0
1885,445,Sleep,2.0,0.05,0,0.0
1886,446,Sleep,0.0,0.08,0,0.0
1887,447,Sleep,0.0,0.13,0,0.0
1888,448,Sleep,0.0,0.13,0,0.0
1889,449,Sleep,0.0,0.13,0,0.0
1890,450,Sleep,0.0,0.13,0,0.0
1891,451,Sleep,0.0,0.13,0,0.0
1892,452,Sleep,0.0,0.13,0,0.0
1893,453,Sleep,0.0,0.13,0,0.0
1894,454,Sleep,0.0,0.13,0,0.0
1895,455,Sleep,0.0,0.13,0,0.0
1896,456,Sleep,136.0,0.12,0,1.0
1897,457,Sleep,0.0,0.01,0,0.0
1898,458,Sleep,0.0,0.01,0,0.0
1899,459,Sleep,0.0,0.01,0,0.0
1900,460,Sleep,0.0,0.01,0,0.0
1901,461,Sleep,0.0,0.01,0,0.0
1902,462,Sleep,0.0,0.01,0,0.0
1903,463,Sleep,0.0,0.01,0,0.0
1904,464,Sleep,0.0,0.01,0,0.0
1905,465,Sleep,0.0,0.01,0,0.0
1906,466,Sleep,0.0,0.01,0,0.0
1907,467,Sleep,0.0,0.01,0,0.0
1908,468,Sleep,74.0,0.41,0,1.0
1909,469,Sleep,0.0,0.56,0,0.0
1910,470,Sleep,0.0,0.56,0,0.0
1911,471,Sleep,0.0,0.56,0,0.0
1912,472,Wake,89.0,0.45,0,1.0
1913,473,Wake,0.0,0.01,0,0.0
1914,474,Wake,0.0,0.01,0,0.0
1915,475,Wake,0.0,0.01,0,0.0
1916,476,Wake,0.0,0.01,0,0.0
1917,477,Wake,0.0,0.01,0,0.0
1918,478,Wake,56.0,0.17,0,1.0
1919,479,Wake,59.0,0.66,0,1.0
1920,480,Wake,131.0,0.58,0,1.0
1921,481,Wake,353.0,0.65,0,1.0
1922,482,Wake,2.0,0.9,0,1.0
1923,483,Wake,416.0,19.03,0,1.0
1924,484,Wake,557.0,25.22,0,1.0
1925,485,Wake,460.0,16.0,0,1.0
1926,486,Wake,17.0,20.75,0,1.0
1927,487,Wake,8.0,20.3,0,0.0
1928,488,Wake,0.0,19.44,0,0.0
1929,489,Wake,0.0,19.03,0,0.0
1930,490,Wake,126.0,19.44,0,1.0
1931,491,Wake,19.0,14.67,0,1.0
1932,492,Wake,5.0,15.32,0,0.0
1933,493,Wake,20.0,16.0,0,1.0
1934,494,Wake,17.0,16.35,0,1.0
1935,495,Wake,430.0,11.56,0,1.0
1936,496,Wake,1639.0,26.91,0,1.0
1937,497,Wake,1124.0,34.15,0,1.0
1938,498,Wake,1089.0,25.77,0,1.0
1939,499,Wake,614.0,55.0,0,1.0
1940,500,Wake,819.0,20.75,0,1.0
1941,501,Wake,845.0,17.83,0,1.0
1942,502,Wake,1089.0,21.67,0,1.0
1943,503,Wake,290.0,7.18,0,1.0
1944,504,Wake,444.0,2834.25,0,1.0
1945,505,Wake,523.0,2282.26,0,1.0
1946,506,Wake,557.0,2896.31,0,1.0
1947,507,Wake,310.0,2048.0,0,1.0
1948,508,Wake,253.0,7193.61,0,1.0
1949,509,Wake,430.0,2543.33,0,1.0
1950,510,Wake,378.0,570.57,0,1.0
1951,511,Wake,271.0,2655.93,0,1.0
1952,512,Wake,29.0,3922.34,0,1.0
1953,513,Wake,168.0,3838.3,0,1.0
1954,514,Wake,430.0,2435.5,0,1.0
1955,515,Wake,444.0,4008.23,0,1.0
1956,516,Wake,365.0,3227.61,0,1.0
1957,517,Wake,430.0,1299.51,0,1.0
1958,518,Wake,93.0,899.2,0,1.0
1959,519,Wake,15.0,2138.67,0,1.0
1960,520,Wake,20.0,1798.4,0,1.0
1961,521,Wake,342.0,2488.83,0,1.0
1962,522,Wake,523.0,899.2,0,1.0
1963,523,Wake,168.0,6.3,0,1.0
1964,524,Wake,416.0,41.5,0,1.0
1965,525,Wake,475.0,33.42,0,1.0
1966,526,Wake,49.0,32.7,0,1.0
1967,527,Wake,68.0,48.29,0,1.0
1968,528,Wake,34.0,56.2,0,1.0
1969,529,Wake,49.0,40.61,0,1.0
1970,530,Wake,156.0,41.5,0,1.0
1971,531,Wake,230.0,32.0,0,1.0
1972,532,Wake,59.0,103.07,0,1.0
1973,533,Wake,654.0,23.63,0,1.0
1974,534,Wake,594.0,49.35,0,1.0
1975,535,Wake,768.0,49.35,0,1.0
1976,536,Wake,403.0,13.17,0,1.0
1977,537,Wake,253.0,64.0,0,1.0
1978,538,Wake,237.0,64.0,0,1.0
1979,539,Wake,262.0,29.34,0,1.0
1980,540,Wake,416.0,19.44,0,1.0
1981,541,Wake,819.0,55.0,0,1.0
1982,542,Wake,475.0,72.88,0,1.0
1983,543,Wake,430.0,43.34,0,1.0
1984,544,Wake,675.0,16.35,0,1.0
1985,545,Wake,281.0,40.61,0,1.0
1986,546,Wake,108.0,51.54,0,1.0
1987,547,Wake,174.0,86.67,0,1.0
1988,548,Wake,2.0,46.25,0,1.0
1989,549,Wake,49.0,41.5,0,1.0
1990,550,Wake,310.0,51.54,0,1.0
1991,551,Wake,28.0,18.62,0,1.0
1992,552,Wake,0.0,18.22,0,1.0
1993,553,Wake,52.0,30.64,0,1.0
1994,554,Wake,475.0,90.51,0,1.0
1995,555,Wake,475.0,61.29,0,1.0
1996,556,Wake,557.0,24.68,0,1.0
1997,557,Wake,959.0,47.26,0,1.0
1998,558,Wake,654.0,37.24,0,1.0
1999,559,Wake,365.0,64.0,0,1.0
2000,560,Wake,475.0,133.67,0,1.0
2001,561,Wake,390.0,90.51,0,1.0
2002,562,Wake,214.0,51.54,0,1.0
2003,563,Wake,28.0,46.25,0,1.0
2004,564,Wake,19.0,51.54,0,1.0
2005,565,Wake,28.0,56.2,0,1.0
2006,566,Wake,99.0,40.61,0,1.0
2007,567,Wake,237.0,34.9,0,1.0
2008,568,Wake,299.0,29.99,0,1.0
2009,569,Wake,310.0,20.75,0,1.0
2010,570,Wake,403.0,19.87,0,1.0
2011,571,Wake,262.0,49.35,0,1.0
2012,572,Wake,614.0,41.5,0,1.0
2013,573,Wake,523.0,0.01,0,1.0
2014,574,Wake,332.0,0.01,0,1.0
2015,575,Wake,614.0,0.01,0,1.0
2016,576,Wake,342.0,3.83,0,1.0
2017,577,Wake,32.0,0.01,0,1.0
2018,578,Wake,19.0,0.01,0,1.0
2019,579,Wake,28.0,0.01,0,0.0
2020,580,Wake,9.0,0.01,0,0.0
2021,581,Wake,0.0,0.01,0,1.0
2022,582,Wake,180.0,0.01,0,1.0
2023,583,Wake,207.0,40.61,0,1.0
2024,584,Wake,490.0,72.88,0,1.0
2025,585,Wake,156.0,12.34,0,1.0
2026,586,Wake,540.0,61.29,0,1.0
2027,587,Wake,299.0,36.44,0,1.0
2028,588,Wake,245.0,51.54,0,1.0
2029,589,Wake,214.0,14.05,0,1.0
2030,590,Wake,594.0,32.7,0,1.0
2031,591,Wake,720.0,3227.61,0,1.0
2032,592,Wake,575.0,6741.02,0,1.0
2033,593,Wake,390.0,6888.62,0,1.0
2034,594,Wake,378.0,3838.3,0,1.0
2035,595,Wake,403.0,8371.38,0,1.0
2036,596,Wake,136.0,7844.69,0,1.0
2037,597,Wake,490.0,6888.62,0,1.0
2038,598,Wake,321.0,256.0,0,1.0
2039,599,Wake,430.0,6888.62,0,1.0
2040,600,Wake,342.0,5668.5,0,1.0
2041,601,Wake,444.0,5311.86,0,1.0
2042,602,Wake,614.0,595.83,0,1.0
2043,603,Wake,262.0,26.91,0,1.0
2044,604,Wake,594.0,490.29,0,1.0
2045,605,Wake,614.0,215.27,0,1.0
2046,606,Wake,768.0,6.87,0,1.0
2047,607,Wake,1692.0,22.14,0,1.0
2048,608,Wake,594.0,34.9,0,1.0
2049,609,Wake,1160.0,11.56,0,1.0
2050,610,Wake,1692.0,11.81,0,1.0
2051,611,Wake,1197.0,12.07,0,1.0
2052,612,Wake,743.0,9.51,0,1.0
2053,613,Wake,1746.0,18.22,0,1.0
2054,614,Wake,1539.0,13.75,0,1.0
2055,615,Wake,1692.0,12.34,0,1.0
2056,616,Wake,873.0,11.81,0,1.0
2057,617,Wake,1445.0,7.66,0,1.0
2058,618,Wake,1089.0,7.03,0,1.0
2059,619,Wake,1197.0,6.04,0,1.0
2060,620,Wake,1400.0,43.34,0,1.0
2061,621,Wake,1022.0,21.2,0,1.0
2062,622,Wake,416.0,22.14,0,1.0
2063,623,Wake,575.0,23.12,0,1.0
2064,624,Wake,793.0,16.0,0,1.0
2065,625,Wake,1235.0,14.05,0,1.0
2066,626,Wake,959.0,8.92,0,1.0
2067,627,Wake,86.0,13.17,0,1.0
2068,628,Wake,14.0,16.35,0,1.0
2069,629,Wake,0.0,17.45,0,0.0
2070,630,Wake,34.0,17.45,0,1.0
2071,631,Wake,390.0,14.36,0,1.0
2072,632,Wake,193.0,18.22,0,1.0
2073,633,Wake,460.0,25.22,0,1.0
2074,634,Wake,253.0,14.67,0,1.0
2075,635,Wake,15.0,14.36,0,1.0
2076,636,Wake,19.0,9.31,0,1.0
2077,637,Wake,145.0,2.77,0,1.0
2078,638,Wake,15.0,3.15,0,1.0
2079,639,Wake,39.0,2.77,0,1.0
2080,640,Wake,22.0,3.22,0,0.0
2081,641,Wake,6.0,17.45,0,0.0
2082,642,Wake,0.0,17.83,0,0.0
2083,643,Wake,15.0,18.22,0,0.0
2084,644,Wake,0.0,15.32,0,0.0
2085,645,Wake,0.0,15.66,0,0.0
2086,646,Wake,0.0,15.66,0,0.0
2087,647,Wake,89.0,7.5,0,1.0
2088,648,Wake,99.0,4.09,0,1.0
2089,649,Wake,575.0,6.87,0,1.0
2090,650,Wake,819.0,5.08,0,1.0
2091,651,Wake,675.0,10.15,0,1.0
2092,652,Wake,768.0,12.61,0,1.0
2093,653,Wake,96.0,4.0,0,1.0
2094,654,Wake,136.0,3.67,0,1.0
2095,655,Wake,68.0,4.46,0,1.0
2096,656,Wake,20.0,6.17,0,1.0
2097,657,Wake,3.0,7.66,0,0.0
2098,658,Wake,93.0,6.3,0,1.0
2099,659,Wake,29.0,5.78,0,1.0
2100,660,Wake,28.0,5.42,0,1.0
2101,661,Wake,3.0,4.86,0,1.0
2102,662,Wake,214.0,5.3,0,1.0
2103,663,Wake,103.0,19.03,0,1.0
2104,664,Wake,342.0,14.99,0,1.0
2105,665,Wake,444.0,57.43,0,1.0
2106,666,Wake,720.0,155.55,0,1.0
2107,667,Wake,1639.0,256.0,0,1.0
2108,668,Wake,1746.0,90.51,0,1.0
2109,669,Wake,1055.0,219.98,0,1.0
2110,670,Wake,1160.0,595.83,0,1.0
2111,671,Wake,634.0,1002.06,0,1.0
2112,672,Wake,1160.0,635.83,0,1.0
2113,673,Wake,299.0,9.11,0,1.0
2114,674,Wake,29.0,11.56,0,1.0
2115,675,Wake,26.0,10.37,0,1.0
2116,676,Wake,353.0,7.5,0,1.0
2117,677,Wake,614.0,8.72,0,1.0
2118,678,Wake,390.0,8.18,0,1.0
2119,679,Wake,52.0,2.95,0,1.0
2120,680,Wake,768.0,8.72,0,1.0
2121,681,Wake,743.0,4.36,0,1.0
2122,682,Wake,490.0,7.34,0,1.0
2123,683,Wake,222.0,1.96,0,1.0
2124,684,Wake,365.0,4.65,0,1.0
2125,685,Wake,22.0,0.01,0,1.0
2126,686,Wake,310.0,5.3,0,1.0
2127,687,Wake,93.0,4.18,0,1.0
2128,688,Wake,39.0,3.44,0,1.0
2129,689,Wake,59.0,4.46,0,1.0
2130,690,Wake,136.0,6.04,0,1.0
2131,691,Wake,8.0,38.89,0,1.0
2132,692,Wake,108.0,34.15,0,1.0
2133,693,Wake,131.0,5.54,0,1.0
2134,694,Wake,460.0,7.5,0,1.0
2135,695,Wake,540.0,16.35,0,1.0
2136,696,Wake,720.0,14.99,0,1.0
2137,697,Wake,290.0,3.51,0,1.0
2138,698,Wake,56.0,0.72,0,1.0
2139,699,Wake,180.0,6.17,0,1.0
2140,700,Wake,117.0,37.24,0,1.0
2141,701,Wake,56.0,36.44,0,1.0
2142,702,Wake,174.0,6.17,0,1.0
2143,703,Wake,56.0,21.67,0,1.0
2144,704,Wake,28.0,15.32,0,1.0
2145,705,Wake,89.0,12.61,0,1.0
2146,706,Wake,253.0,5.08,0,1.0
2147,707,Wake,365.0,5.3,0,1.0
2148,708,Wake,299.0,5.42,0,1.0
2149,709,Wake,365.0,6.17,0,1.0
2150,710,Wake,540.0,10.83,0,1.0
2151,711,Wake,540.0,16.35,0,1.0
2152,712,Wake,140.0,8.0,0,1.0
2153,713,Wake,174.0,5.42,0,1.0
2154,714,Wake,193.0,3.02,0,1.0
2155,715,Wake,59.0,1.48,0,1.0
2156,716,Wake,145.0,5.08,0,1.0
2157,717,Wake,108.0,5.91,0,1.0
2158,718,Wake,174.0,2.77,0,1.0
2159,719,Wake,136.0,3.59,0,1.0
2160,720,Wake,174.0,1.87,0,1.0
2161,721,Wake,52.0,1.0,0,1.0
2162,722,Wake,126.0,13.75,0,1.0
2163,723,Wake,108.0,11.31,0,1.0
2164,724,Wake,131.0,4.97,0,1.0
2165,725,Wake,96.0,13.17,0,1.0
2166,726,Wake,62.0,5.78,0,1.0
2167,727,Wake,80.0,2.71,0,1.0
2168,728,Wake,71.0,5.42,0,1.0
2169,729,Wake,136.0,3.36,0,1.0
2170,730,Wake,136.0,3.08,0,1.0
2171,731,Wake,43.0,2.77,0,1.0
2172,732,Wake,17.0,2.59,0,1.0
2173,733,Wake,113.0,2.83,0,1.0
2174,734,Wake,77.0,2.71,0,1.0
2175,735,Wake,207.0,2.95,0,1.0
2176,736,Wake,140.0,0.9,0,1.0
2177,737,Wake,180.0,2.38,0,1.0
2178,738,Wake,22.0,0.44,0,1.0
2179,739,Wake,281.0,2.89,0,1.0
2180,740,Wake,222.0,1.24,0,1.0
2181,741,Wake,187.0,2.83,0,1.0
2182,742,Wake,162.0,3.75,0,1.0
2183,743,Wake,162.0,1.27,0,1.0
2184,744,Wake,214.0,7.03,0,1.0
2185,745,Wake,65.0,0.41,0,1.0
2186,746,Wake,117.0,13.17,0,1.0
2187,747,Wake,86.0,21.67,0,1.0
2188,748,Wake,222.0,3.29,0,1.0
2189,749,Wake,180.0,12.61,0,1.0
2190,750,Wake,52.0,12.34,0,1.0
2191,751,Wake,122.0,29.34,0,1.0
2192,752,Wake,174.0,6.87,0,1.0
2193,753,Wake,80.0,21.67,0,1.0
2194,754,Wake,108.0,24.15,0,1.0
2195,755,Wake,353.0,3.02,0,1.0
2196,756,Wake,26.0,41.5,0,1.0
2197,757,Wake,99.0,2.95,0,1.0
2198,758,Wake,230.0,3.08,0,1.0
2199,759,Wake,332.0,3.29,0,1.0
2200,760,Wake,71.0,0.63,0,1.0
2201,761,Wake,0.0,0.01,0,1.0
2202,762,Wake,117.0,3.51,0,1.0
2203,763,Wake,162.0,14.36,0,1.0
2204,764,Wake,32.0,3.08,0,1.0
2205,765,Wake,11.0,2.95,0,1.0
2206,766,Wake,74.0,18.62,0,1.0
2207,767,Wake,103.0,27.5,0,1.0
2208,768,Wake,96.0,19.44,0,1.0
2209,769,Wake,96.0,37.24,0,1.0
2210,770,Wake,77.0,2.89,0,1.0
2211,771,Wake,262.0,2.13,0,1.0
2212,772,Wake,117.0,0.63,0,1.0
2213,773,Wake,262.0,10.15,0,1.0
2214,774,Wake,126.0,46.25,0,1.0
2215,775,Wake,193.0,5.19,0,1.0
2216,776,Wake,122.0,6.87,0,1.0
2217,777,Wake,99.0,39.74,0,1.0
2218,778,Wake,299.0,6.87,0,1.0
2219,779,Wake,0.0,0.01,0,1.0
2220,780,Wake,222.0,1.58,0,1.0
2221,781,Wake,253.0,3.02,0,1.0
2222,782,Wake,299.0,2.71,0,1.0
2223,783,Wake,71.0,17.45,0,1.0
2224,784,Wake,8.0,41.5,0,1.0
2225,785,Wake,12.0,23.12,0,1.0
2226,786,Wake,180.0,15.32,0,1.0
2227,787,Wake,168.0,8.18,0,1.0
2228,788,Wake,126.0,0.27,0,1.0
2229,789,Wake,156.0,1.48,0,1.0
2230,790,Wake,174.0,17.45,0,1.0
2231,791,Wake,237.0,4.97,0,1.0
2232,792,Wake,150.0,2.89,0,1.0
2233,793,Wake,62.0,0.86,0,1.0
2234,794,Wake,131.0,1.35,0,1.0
2235,795,Wake,56.0,1.48,0,1.0
2236,796,Wake,207.0,2.33,0,1.0
2237,797,Wake,245.0,2.0,0,1.0
2238,798,Wake,126.0,2.83,0,1.0
2239,799,Wake,126.0,12.88,0,1.0
2240,800,Wake,77.0,18.22,0,1.0
2241,801,Wake,193.0,1.35,0,1.0
2242,802,Wake,193.0,1.61,0,1.0
2243,803,Wake,222.0,2.0,0,1.0
2244,804,Wake,86.0,1.38,0,1.0
2245,805,Wake,156.0,1.87,0,1.0
2246,806,Wake,77.0,2.04,0,1.0
2247,807,Wake,0.0,1.14,0,1.0
2248,808,Wake,299.0,3.08,0,1.0
2249,809,Wake,594.0,14.99,0,1.0
2250,810,Wake,634.0,10.37,0,1.0
2251,811,Wake,594.0,10.83,0,1.0
2252,812,Wake,654.0,6.73,0,1.0
2253,813,Wake,162.0,4.56,0,1.0
2254,814,Wake,46.0,3.91,0,1.0
2255,815,Wake,103.0,6.44,0,1.0
2256,816,Wake,113.0,0.68,0,1.0
2257,817,Wake,42.0,0.07,0,1.0
2258,818,Wake,150.0,1.48,0,1.0
2259,819,Wake,0.0,0.01,0,0.0
2260,820,Wake,0.0,0.01,0,0.0
2261,821,Wake,0.0,0.01,0,1.0
2262,822,Wake,237.0,2.33,0,1.0
2263,823,Wake,103.0,21.67,0,1.0
2264,824,Wake,0.0,20.3,0,1.0
2265,825,Wake,89.0,17.07,0,1.0
2266,826,Wake,697.0,11.07,0,1.0
2267,827,Wake,654.0,13.75,0,1.0
2268,828,Wake,743.0,36.44,0,1.0
2269,829,Wake,460.0,3.36,0,1.0
2270,830,Wake,262.0,2.43,0,1.0
2271,831,Wake,222.0,0.65,0,1.0
2272,832,Wake,96.0,1.58,0,1.0
2273,833,Wake,77.0,1.41,0,1.0
2274,834,Wake,68.0,1.51,0,1.0
2275,835,Wake,52.0,1.51,0,1.0
2276,836,Wake,56.0,2.0,0,1.0
2277,837,Wake,62.0,0.88,0,1.0
2278,838,Wake,52.0,0.48,0,1.0
2279,839,Wake,14.0,0.02,0,0.0
2280,840,Wake,39.0,0.35,0,1.0
2281,841,Wake,3.0,0.19,0,0.0
2282,842,Wake,31.0,0.4,0,0.0
2283,843,Wake,6.0,0.88,0,1.0
2284,844,Wake,131.0,1.58,0,1.0
2285,845,Wake,187.0,1.24,0,1.0
2286,846,Wake,214.0,1.35,0,1.0
2287,847,Wake,332.0,1.76,0,1.0
2288,848,Wake,768.0,4.97,0,1.0
2289,849,Wake,743.0,3.22,0,1.0
2290,850,Wake,873.0,4.36,0,1.0
2291,851,Wake,199.0,1.79,0,1.0
2292,852,Wake,11.0,1.79,0,1.0
